HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID
HGNC:9464	Approved	PRPS1P2	phosphoribosyl pyrophosphate synthetase 1 pseudogene 2	ENSG00000232630
HGNC:9465	Approved	PRPS2	phosphoribosyl pyrophosphate synthetase 2	ENSG00000101911
HGNC:9466	Approved	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	ENSG00000161542
HGNC:9467	Approved	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	ENSG00000141127
HGNC:21149	Approved	PRR3	proline rich 3	ENSG00000204576
HGNC:18020	Approved	PRR4	proline rich 4	ENSG00000111215
HGNC:31682	Approved	PRR5	proline rich 5	ENSG00000186654
HGNC:34512	Approved	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough	ENSG00000248405
HGNC:25878	Approved	PRR5L	proline rich 5 like	ENSG00000135362
HGNC:28130	Approved	PRR7	proline rich 7, synaptic	ENSG00000131188
HGNC:27961	Approved	PRR7-AS1	PRR7 antisense RNA 1	ENSG00000246334
HGNC:32057	Approved	PRR9	proline rich 9	ENSG00000203783
HGNC:25619	Approved	PRR11	proline rich 11	ENSG00000068489
HGNC:29217	Approved	PRR12	proline rich 12	ENSG00000126464
HGNC:24528	Approved	PRR13	proline rich 13	ENSG00000205352
HGNC:50614	Approved	PRR13P1	proline rich 13 pseudogene 1	ENSG00000232824
HGNC:50615	Approved	PRR13P2	proline rich 13 pseudogene 2	ENSG00000254884
HGNC:50616	Approved	PRR13P3	proline rich 13 pseudogene 3	ENSG00000271412
HGNC:50617	Approved	PRR13P4	proline rich 13 pseudogene 4	ENSG00000264971
HGNC:50618	Approved	PRR13P5	proline rich 13 pseudogene 5	ENSG00000187534
HGNC:50619	Approved	PRR13P6	proline rich 13 pseudogene 6	
HGNC:50620	Approved	PRR13P7	proline rich 13 pseudogene 7	ENSG00000271202
HGNC:28458	Approved	PRR14	proline rich 14	ENSG00000156858
HGNC:28738	Approved	PRR14L	proline rich 14 like	ENSG00000183530
HGNC:22310	Approved	PRR15	proline rich 15	ENSG00000176532
HGNC:28149	Approved	PRR15L	proline rich 15 like	ENSG00000167183
HGNC:29654	Approved	PRR16	proline rich 16	ENSG00000184838
HGNC:28574	Approved	PRR18	proline rich 18	ENSG00000176381
HGNC:33728	Approved	PRR19	proline rich 19	ENSG00000188368
HGNC:24754	Approved	PRR20A	proline rich 20A	ENSG00000204919
HGNC:37220	Approved	PRR20B	proline rich 20B	ENSG00000204918
HGNC:37221	Approved	PRR20C	proline rich 20C	ENSG00000229665
HGNC:37222	Approved	PRR20D	proline rich 20D	ENSG00000227151
HGNC:37223	Approved	PRR20E	proline rich 20E	ENSG00000234278
HGNC:49097	Approved	PRR20FP	proline rich 20F, pseudogene	ENSG00000271140
HGNC:53837	Approved	PRR20G	proline rich 20G	ENSG00000239620
HGNC:33866	Approved	PRR21	proline rich 21	
HGNC:28354	Approved	PRR22	proline rich 22	ENSG00000212123
HGNC:37172	Approved	PRR23A	proline rich 23A	ENSG00000206260
HGNC:33764	Approved	PRR23B	proline rich 23B	ENSG00000184814
HGNC:37173	Approved	PRR23C	proline rich 23C	ENSG00000233701
HGNC:49420	Approved	PRR23D1	proline rich 23 domain containing 1	ENSG00000255251
HGNC:49396	Approved	PRR23D2	proline rich 23 domain containing 2	ENSG00000255378
HGNC:54637	Approved	PRR23D3P	proline rich 23 domain containing 3, pseudogene	ENSG00000254776
HGNC:37230	Approved	PRR25	proline rich 25	
HGNC:33193	Approved	PRR27	proline rich 27	ENSG00000187533
HGNC:25673	Approved	PRR29	proline rich 29	ENSG00000224383
HGNC:51822	Approved	PRR29-AS1	PRR29 antisense RNA 1	ENSG00000264954
HGNC:28677	Approved	PRR30	proline rich 30	ENSG00000186143
HGNC:34498	Approved	PRR32	proline rich 32	ENSG00000183631
HGNC:35118	Approved	PRR33	proline rich 33	ENSG00000283787
HGNC:25606	Approved	PRR34	PRR34 long non-coding RNA	ENSG00000182257
HGNC:50499	Approved	PRR34-AS1	PRR34 antisense RNA 1	ENSG00000241990
HGNC:14139	Approved	PRR35	proline rich 35	ENSG00000161992
HGNC:26172	Approved	PRR36	proline rich 36	ENSG00000183248
HGNC:28164	Approved	PRRC1	proline rich coiled-coil 1	ENSG00000164244
HGNC:13918	Approved	PRRC2A	proline rich coiled-coil 2A	ENSG00000204469
HGNC:28121	Approved	PRRC2B	proline rich coiled-coil 2B	ENSG00000130723
HGNC:24903	Approved	PRRC2C	proline rich coiled-coil 2C	ENSG00000117523
HGNC:23949	Approved	PRRC2CP1	proline rich coiled-coil 2C pseudogene 1	ENSG00000216777
HGNC:9469	Approved	PRRG1	proline rich and Gla domain 1	ENSG00000130962
HGNC:9470	Approved	PRRG2	proline rich and Gla domain 2	ENSG00000126460
HGNC:30798	Approved	PRRG3	proline rich and Gla domain 3	ENSG00000130032
HGNC:30799	Approved	PRRG4	proline rich and Gla domain 4	ENSG00000135378
HGNC:13943	Approved	PRRT1	proline rich transmembrane protein 1	ENSG00000204314
HGNC:53642	Approved	PRRT1B	proline rich transmembrane protein 1B	ENSG00000283526
HGNC:30500	Approved	PRRT2	proline rich transmembrane protein 2	ENSG00000167371
HGNC:26591	Approved	PRRT3	proline rich transmembrane protein 3	ENSG00000163704
HGNC:41151	Approved	PRRT3-AS1	PRRT3 antisense RNA 1	ENSG00000230082
HGNC:37280	Approved	PRRT4	proline rich transmembrane protein 4	ENSG00000224940
HGNC:9142	Approved	PRRX1	paired related homeobox 1	ENSG00000116132
HGNC:21338	Approved	PRRX2	paired related homeobox 2	ENSG00000167157
HGNC:50684	Approved	PRRX2-AS1	PRRX2 antisense RNA 1	ENSG00000236024
HGNC:9471	Entry Withdrawn	PRS	Prieto X-linked mental retardation syndrome	
HGNC:9474	Entry Withdrawn	PRSM2	protease, metallo, 2	
HGNC:9475	Approved	PRSS1	serine protease 1	ENSG00000204983
HGNC:9483	Approved	PRSS2	serine protease 2	ENSG00000275896
HGNC:9486	Approved	PRSS3	serine protease 3	ENSG00000010438
HGNC:43787	Approved	PRSS3P1	PRSS3 pseudogene 1	ENSG00000250591
HGNC:43788	Approved	PRSS3P2	PRSS3 pseudogene 2	
HGNC:43790	Approved	PRSS3P3	PRSS3 pseudogene 3	ENSG00000277083
HGNC:43789	Approved	PRSS3P4	PRSS3 pseudogene 4	ENSG00000204982
HGNC:9491	Approved	PRSS8	serine protease 8	ENSG00000052344
HGNC:9477	Approved	PRSS12	serine protease 12	ENSG00000164099
HGNC:9480	Approved	PRSS16	serine protease 16	ENSG00000112812
HGNC:9485	Approved	PRSS21	serine protease 21	ENSG00000007038
HGNC:14368	Approved	PRSS22	serine protease 22	ENSG00000005001
HGNC:14370	Approved	PRSS23	serine protease 23	ENSG00000150687
HGNC:15475	Approved	PRSS27	serine protease 27	ENSG00000172382
HGNC:17542	Approved	PRSS29P	serine protease 29, pseudogene	ENSG00000196364
HGNC:28753	Approved	PRSS30P	serine protease 30, pseudogene	ENSG00000172460
HGNC:30405	Approved	PRSS33	serine protease 33	ENSG00000103355
HGNC:21387	Approved	PRSS35	serine protease 35	ENSG00000146250
HGNC:26906	Approved	PRSS36	serine protease 36	ENSG00000178226
HGNC:29211	Approved	PRSS37	serine protease 37	ENSG00000165076
HGNC:29625	Approved	PRSS38	serine protease 38	ENSG00000185888
HGNC:37319	Approved	PRSS40A	serine protease 40A (pseudogene)	ENSG00000183292
HGNC:27164	Approved	PRSS40B	serine protease 40B (pseudogene)	ENSG00000184761
HGNC:30715	Approved	PRSS41	serine protease 41	ENSG00000215148
HGNC:30716	Approved	PRSS42P	serine protease 42, pseudogene	ENSG00000178055
HGNC:37323	Approved	PRSS43P	serine protease 43, pseudogene	ENSG00000286651
HGNC:37324	Approved	PRSS44P	serine protease 44, pseudogene	ENSG00000226074
HGNC:30717	Approved	PRSS45P	serine protease 45, pseudogene	ENSG00000188086
HGNC:37325	Approved	PRSS46P	serine protease 46, pseudogene	ENSG00000261603
HGNC:37326	Approved	PRSS47	serine protease 47	ENSG00000276717
HGNC:24635	Approved	PRSS48	serine protease 48	ENSG00000189099
HGNC:17910	Approved	PRSS50	serine protease 50	ENSG00000283706
HGNC:37321	Approved	PRSS51	serine protease 51	ENSG00000253649
HGNC:37322	Approved	PRSS52P	serine protease 52, pseudogene	ENSG00000285237
HGNC:34407	Approved	PRSS53	serine protease 53	ENSG00000151006
HGNC:26336	Approved	PRSS54	serine protease 54	ENSG00000103023
HGNC:30824	Approved	PRSS55	serine protease 55	ENSG00000184647
HGNC:39433	Approved	PRSS56	serine protease 56	ENSG00000237412
HGNC:31397	Approved	PRSS57	serine protease 57	ENSG00000185198
HGNC:39125	Approved	PRSS58	serine protease 58	ENSG00000258223
HGNC:23333	Approved	PRTFDC1	phosphoribosyl transferase domain containing 1	ENSG00000099256
HGNC:26373	Approved	PRTG	protogenin	ENSG00000166450
HGNC:9495	Approved	PRTN3	proteinase 3	ENSG00000196415
HGNC:13420	Approved	PRUNE1	prune exopolyphosphatase 1	ENSG00000143363
HGNC:25209	Approved	PRUNE2	prune homolog 2 with BCH domain	ENSG00000106772
HGNC:39723	Approved	PRUNEP1	prune exopolyphosphatase pseudogene 1	ENSG00000234706
HGNC:13797	Approved	PRX	periaxin	ENSG00000105227
HGNC:28651	Approved	PRXL2A	peroxiredoxin like 2A	ENSG00000122378
HGNC:52407	Approved	PRXL2AP1	peroxiredoxin like 2A pseudogene 1	ENSG00000257220
HGNC:52408	Approved	PRXL2AP2	peroxiredoxin like 2A pseudogene 2	ENSG00000254213
HGNC:28390	Approved	PRXL2B	peroxiredoxin like 2B	ENSG00000157870
HGNC:16881	Approved	PRXL2C	peroxiredoxin like 2C	ENSG00000158122
HGNC:54977	Approved	PRXL2CP1	PRXL2C pseudogene 1	ENSG00000237963
HGNC:14024	Approved	PRY	PTPN13 like Y-linked	ENSG00000169789
HGNC:21504	Approved	PRY2	PTPN13 like Y-linked 2	ENSG00000169807
HGNC:34018	Approved	PRYP1	PTPN13 like Y-linked pseudogene 1	ENSG00000224166
HGNC:34019	Approved	PRYP2	PTPN13 like Y-linked pseudogene 2	ENSG00000231311
HGNC:34020	Approved	PRYP3	PTPN13 like Y-linked pseudogene 3	ENSG00000169763
HGNC:34021	Approved	PRYP4	PTPN13 like Y-linked pseudogene 4	ENSG00000172283
HGNC:38785	Approved	PRYP5	PTPN13 like Y-linked pseudogene 5	ENSG00000233546
HGNC:38786	Approved	PRYP6	PTPN13 like Y-linked pseudogene 6	ENSG00000248573
HGNC:9498	Approved	PSAP	prosaposin	ENSG00000197746
HGNC:33131	Approved	PSAPL1	prosaposin like 1	ENSG00000178597
HGNC:19129	Approved	PSAT1	phosphoserine aminotransferase 1	ENSG00000135069
HGNC:15785	Approved	PSAT1P1	phosphoserine aminotransferase 1 pseudogene 1	ENSG00000253810
HGNC:43988	Approved	PSAT1P2	phosphoserine aminotransferase 1 pseudogene 2	ENSG00000232144
HGNC:43989	Approved	PSAT1P3	phosphoserine aminotransferase 1 pseudogene 3	ENSG00000230787
HGNC:43990	Approved	PSAT1P4	phosphoserine aminotransferase 1 pseudogene 4	ENSG00000224962
HGNC:9500	Approved	PSCA	prostate stem cell antigen	ENSG00000167653
HGNC:9507	Approved	PSD	pleckstrin and Sec7 domain containing	ENSG00000059915
HGNC:19092	Approved	PSD2	pleckstrin and Sec7 domain containing 2	ENSG00000146005
HGNC:52765	Approved	PSD2-AS1	PSD2 antisense RNA 1	ENSG00000249131
HGNC:19093	Approved	PSD3	pleckstrin and Sec7 domain containing 3	ENSG00000156011
HGNC:19096	Approved	PSD4	pleckstrin and Sec7 domain containing 4	ENSG00000125637
HGNC:9508	Approved	PSEN1	presenilin 1	ENSG00000080815
HGNC:9509	Approved	PSEN2	presenilin 2	ENSG00000143801
HGNC:30100	Approved	PSENEN	presenilin enhancer, gamma-secretase subunit	ENSG00000205155
HGNC:9510	Entry Withdrawn	PSF1	protein spot in 2-D gels 24kDa	
HGNC:9511	Entry Withdrawn	PSF2	protein spot in 2-D gels 27kDa	
HGNC:9512	Entry Withdrawn	PSF3	protein spot in 2-D gels 37kDa	
HGNC:9513	Entry Withdrawn	PSF4	protein spot in 2-D gels 40kDa	
HGNC:9514	Approved	PSG1	pregnancy specific beta-1-glycoprotein 1	ENSG00000231924
HGNC:9519	Approved	PSG2	pregnancy specific beta-1-glycoprotein 2	ENSG00000242221
HGNC:9520	Approved	PSG3	pregnancy specific beta-1-glycoprotein 3	ENSG00000221826
HGNC:9521	Approved	PSG4	pregnancy specific beta-1-glycoprotein 4	ENSG00000243137
HGNC:9522	Approved	PSG5	pregnancy specific beta-1-glycoprotein 5	ENSG00000204941
HGNC:9523	Approved	PSG6	pregnancy specific beta-1-glycoprotein 6	ENSG00000170848
HGNC:9524	Approved	PSG7	pregnancy specific beta-1-glycoprotein 7	ENSG00000221878
HGNC:9525	Approved	PSG8	pregnancy specific beta-1-glycoprotein 8	ENSG00000124467
HGNC:52550	Approved	PSG8-AS1	PSG8 antisense RNA 1	ENSG00000225877
HGNC:9526	Approved	PSG9	pregnancy specific beta-1-glycoprotein 9	ENSG00000183668
HGNC:9515	Approved	PSG10P	pregnancy specific beta-1-glycoprotein 10, pseudogene	ENSG00000248257
HGNC:9516	Approved	PSG11	pregnancy specific beta-1-glycoprotein 11	ENSG00000243130
HGNC:9527	Approved	PSIP1	PC4 and SFRS1 interacting protein 1	ENSG00000164985
HGNC:31132	Approved	PSIP1P1	PC4 and SFRS1 interacting protein 1 pseudogene 1	ENSG00000234297
HGNC:23968	Approved	PSIP1P2	PC4 and SFRS1 interacting protein 1 pseudogene 2	
HGNC:9529	Approved	PSKH1	protein serine kinase H1	ENSG00000159792
HGNC:18997	Approved	PSKH2	protein serine kinase H2	ENSG00000147613
HGNC:54405	Approved	PSLNR	prostate enriched lncRNA	ENSG00000225255
HGNC:9530	Approved	PSMA1	proteasome 20S subunit alpha 1	ENSG00000129084
HGNC:55003	Approved	PSMA1P1	PSMA1 pseudogene 1	ENSG00000225715
HGNC:9531	Approved	PSMA2	proteasome 20S subunit alpha 2	ENSG00000106588
HGNC:43832	Approved	PSMA2P1	proteasome subunit alpha 2 pseudogene 1	ENSG00000254582
HGNC:43833	Approved	PSMA2P2	proteasome subunit alpha 2 pseudogene 2	ENSG00000251234
HGNC:43834	Approved	PSMA2P3	proteasome subunit alpha 2 pseudogene 3	ENSG00000227890
HGNC:9532	Approved	PSMA3	proteasome 20S subunit alpha 3	ENSG00000100567
HGNC:26445	Approved	PSMA3-AS1	PSMA3 antisense RNA 1	ENSG00000257621
HGNC:20029	Approved	PSMA3P1	proteasome subunit alpha 3 pseudogene 1	ENSG00000258563
HGNC:9533	Approved	PSMA4	proteasome 20S subunit alpha 4	ENSG00000041357
HGNC:9534	Approved	PSMA5	proteasome 20S subunit alpha 5	ENSG00000143106
HGNC:54966	Approved	PSMA5P1	PSMA5 pseudogene 1	ENSG00000235136
HGNC:9535	Approved	PSMA6	proteasome 20S subunit alpha 6	ENSG00000100902
HGNC:17460	Approved	PSMA6P1	proteasome subunit alpha 6 pseudogene 1	ENSG00000215414
HGNC:39607	Approved	PSMA6P2	proteasome subunit alpha 6 pseudogene 2	ENSG00000229083
HGNC:39608	Approved	PSMA6P3	proteasome subunit alpha 6 pseudogene 3	ENSG00000233767
HGNC:39609	Approved	PSMA6P4	proteasome subunit alpha 6 pseudogene 4	ENSG00000271625
HGNC:9536	Approved	PSMA7	proteasome 20S subunit alpha 7	ENSG00000101182
HGNC:20631	Approved	PSMA7P1	proteasome subunit alpha 7 pseudogene 1	
HGNC:22985	Approved	PSMA8	proteasome 20S subunit alpha 8	ENSG00000154611
HGNC:9537	Approved	PSMB1	proteasome 20S subunit beta 1	ENSG00000008018
HGNC:9539	Approved	PSMB2	proteasome 20S subunit beta 2	ENSG00000126067
HGNC:9540	Approved	PSMB3	proteasome 20S subunit beta 3	ENSG00000277791
HGNC:20633	Approved	PSMB3P1	proteasome subunit beta 3 pseudogene 1	ENSG00000258907
HGNC:30150	Approved	PSMB3P2	proteasome subunit beta 3 pseudogene 2	ENSG00000235444
HGNC:9541	Approved	PSMB4	proteasome 20S subunit beta 4	ENSG00000159377
HGNC:9542	Approved	PSMB5	proteasome 20S subunit beta 5	ENSG00000100804
HGNC:9543	Approved	PSMB6	proteasome 20S subunit beta 6	ENSG00000142507
HGNC:9544	Approved	PSMB7	proteasome 20S subunit beta 7	ENSG00000136930
HGNC:49192	Approved	PSMB7P1	PSMB7 pseudogene 1	ENSG00000259074
HGNC:9545	Approved	PSMB8	proteasome 20S subunit beta 8	ENSG00000204264
HGNC:39758	Approved	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)	ENSG00000204261
HGNC:9546	Approved	PSMB9	proteasome 20S subunit beta 9	ENSG00000240065
HGNC:9538	Approved	PSMB10	proteasome 20S subunit beta 10	ENSG00000205220
HGNC:31963	Approved	PSMB11	proteasome subunit beta 11	ENSG00000222028
HGNC:9547	Approved	PSMC1	proteasome 26S subunit, ATPase 1	ENSG00000100764
HGNC:30147	Approved	PSMC1P1	proteasome 26S subunit, ATPase 1 pseudogene 1	ENSG00000241506
HGNC:39777	Approved	PSMC1P2	proteasome 26S subunit, ATPase 1 pseudogene 2	ENSG00000213781
HGNC:39778	Approved	PSMC1P3	proteasome 26S subunit, ATPase 1 pseudogene 3	ENSG00000231244
HGNC:39779	Approved	PSMC1P4	proteasome 26S subunit, ATPase 1 pseudogene 4	ENSG00000248781
HGNC:39780	Approved	PSMC1P5	proteasome 26S subunit, ATPase 1 pseudogene 5	ENSG00000250273
HGNC:39781	Approved	PSMC1P6	proteasome 26S subunit, ATPase 1 pseudogene 6	ENSG00000240255
HGNC:39782	Approved	PSMC1P7	proteasome 26S subunit, ATPase 1 pseudogene 7	ENSG00000243838
HGNC:39783	Approved	PSMC1P8	proteasome 26S subunit, ATPase 1 pseudogene 8	ENSG00000256896
HGNC:39784	Approved	PSMC1P9	proteasome 26S subunit, ATPase 1 pseudogene 9	ENSG00000255993
HGNC:39785	Approved	PSMC1P10	proteasome 26S subunit, ATPase 1 pseudogene 10	ENSG00000236348
HGNC:39786	Approved	PSMC1P11	proteasome 26S subunit, ATPase 1 pseudogene 11	ENSG00000217385
HGNC:39787	Approved	PSMC1P12	proteasome 26S subunit, ATPase 1 pseudogene 12	ENSG00000226126
HGNC:39788	Approved	PSMC1P13	proteasome 26S subunit, ATPase 1 pseudogene 13	ENSG00000232314
HGNC:9548	Approved	PSMC2	proteasome 26S subunit, ATPase 2	ENSG00000161057
HGNC:54571	Approved	PSMC2P1	PSMC2 pseudogene 1	ENSG00000240854
HGNC:54573	Approved	PSMC2P2	PSMC2 pseudogene 2	ENSG00000253137
HGNC:9549	Approved	PSMC3	proteasome 26S subunit, ATPase 3	ENSG00000165916
HGNC:17928	Approved	PSMC3IP	PSMC3 interacting protein	ENSG00000131470
HGNC:9550	Approved	PSMC3P1	proteasome 26S subunit, ATPase 3 pseudogene 1	
HGNC:9551	Approved	PSMC4	proteasome 26S subunit, ATPase 4	ENSG00000013275
HGNC:9552	Approved	PSMC5	proteasome 26S subunit, ATPase 5	ENSG00000087191
HGNC:9553	Approved	PSMC6	proteasome 26S subunit, ATPase 6	ENSG00000100519
HGNC:20634	Approved	PSMC6P1	proteasome 26S subunit, ATPase, 6 pseudogene 1	
HGNC:30149	Approved	PSMC6P2	proteasome 26S subunit, ATPase, 6 pseudogene 2	
HGNC:34012	Approved	PSMC6P3	proteasome 26S subunit, ATPase, 6 pseudogene 3	
HGNC:9554	Approved	PSMD1	proteasome 26S subunit, non-ATPase 1	ENSG00000173692
HGNC:9559	Approved	PSMD2	proteasome 26S subunit, non-ATPase 2	ENSG00000175166
HGNC:30154	Approved	PSMD2P1	proteasome 26S subunit, non-ATPase, 2 pseudogene 1	
HGNC:9560	Approved	PSMD3	proteasome 26S subunit, non-ATPase 3	ENSG00000108344
HGNC:9561	Approved	PSMD4	proteasome 26S subunit, non-ATPase 4	ENSG00000159352
HGNC:9562	Approved	PSMD4P1	proteasome 26S subunit, non-ATPase 4 pseudogene 1	ENSG00000223741
HGNC:9563	Approved	PSMD5	proteasome 26S subunit, non-ATPase 5	ENSG00000095261
HGNC:9564	Approved	PSMD6	proteasome 26S subunit, non-ATPase 6	ENSG00000163636
HGNC:40480	Approved	PSMD6-AS1	PSMD6 antisense RNA 1	ENSG00000243410
HGNC:44125	Approved	PSMD6-AS2	PSMD6 antisense RNA 2	ENSG00000239653
HGNC:9565	Approved	PSMD7	proteasome 26S subunit, non-ATPase 7	ENSG00000103035
HGNC:7202	Approved	PSMD7P1	proteasome 26S subunit, non-ATPase 7 pseudogene 1	ENSG00000266707
HGNC:9566	Approved	PSMD8	proteasome 26S subunit, non-ATPase 8	ENSG00000099341
HGNC:34013	Approved	PSMD8P1	proteasome 26S subunit, non-ATPase, 8 pseudogene 1	ENSG00000228264
HGNC:9567	Approved	PSMD9	proteasome 26S subunit, non-ATPase 9	ENSG00000110801
HGNC:9555	Approved	PSMD10	proteasome 26S subunit, non-ATPase 10	ENSG00000101843
HGNC:16602	Approved	PSMD10P1	proteasome 26S subunit, non-ATPase, 10 pseudogene 1	ENSG00000228663
HGNC:30151	Approved	PSMD10P2	proteasome 26S subunit, non-ATPase, 10 pseudogene 2	ENSG00000226652
HGNC:30152	Approved	PSMD10P3	proteasome 26S subunit, non-ATPase, 10 pseudogene 3	ENSG00000232041
HGNC:9556	Approved	PSMD11	proteasome 26S subunit, non-ATPase 11	ENSG00000108671
HGNC:9557	Approved	PSMD12	proteasome 26S subunit, non-ATPase 12	ENSG00000197170
HGNC:30153	Approved	PSMD12P1	PSMD12 pseudogene 1	ENSG00000240135
HGNC:9558	Approved	PSMD13	proteasome 26S subunit, non-ATPase 13	ENSG00000185627
HGNC:16889	Approved	PSMD14	proteasome 26S subunit, non-ATPase 14	ENSG00000115233
HGNC:54533	Approved	PSMD14P1	PSMD14 pseudogene 1	ENSG00000227738
HGNC:9568	Approved	PSME1	proteasome activator subunit 1	ENSG00000092010
HGNC:9569	Approved	PSME2	proteasome activator subunit 2	ENSG00000100911
HGNC:20632	Approved	PSME2P1	proteasome activator subunit 2 pseudogene 1	ENSG00000238000
HGNC:30160	Approved	PSME2P2	proteasome activator subunit 2 pseudogene 2	ENSG00000225131
HGNC:30156	Approved	PSME2P3	proteasome activator subunit 2 pseudogene 3	ENSG00000248988
HGNC:30157	Approved	PSME2P4	proteasome activator subunit 2 pseudogene 4	ENSG00000251332
HGNC:30158	Approved	PSME2P5	proteasome activator subunit 2 pseudogene 5	ENSG00000253208
HGNC:30159	Approved	PSME2P6	proteasome activator subunit 2 pseudogene 6	ENSG00000227462
HGNC:9570	Approved	PSME3	proteasome activator subunit 3	ENSG00000131467
HGNC:29856	Approved	PSME3IP1	proteasome activator subunit 3 interacting protein 1	ENSG00000172775
HGNC:20635	Approved	PSME4	proteasome activator subunit 4	ENSG00000068878
HGNC:9571	Approved	PSMF1	proteasome inhibitor subunit 1	ENSG00000125818
HGNC:3043	Approved	PSMG1	proteasome assembly chaperone 1	ENSG00000183527
HGNC:24929	Approved	PSMG2	proteasome assembly chaperone 2	ENSG00000128789
HGNC:22420	Approved	PSMG3	proteasome assembly chaperone 3	ENSG00000157778
HGNC:22230	Approved	PSMG3-AS1	PSMG3 antisense RNA 1 (head to head)	ENSG00000230487
HGNC:21108	Approved	PSMG4	proteasome assembly chaperone 4	ENSG00000180822
HGNC:17202	Approved	PSORS1C1	psoriasis susceptibility 1 candidate 1	ENSG00000204540
HGNC:17199	Approved	PSORS1C2	psoriasis susceptibility 1 candidate 2	ENSG00000204538
HGNC:17203	Approved	PSORS1C3	psoriasis susceptibility 1 candidate 3	ENSG00000204528
HGNC:9575	Entry Withdrawn	PSORS3	psoriasis susceptibility 3	
HGNC:17275	Entry Withdrawn	PSORS4	psoriasis susceptibility 4	
HGNC:17953	Entry Withdrawn	PSORS5	psoriasis susceptibility 5	
HGNC:33483	Entry Withdrawn	PSORS6	psoriasis susceptibility 6	
HGNC:14207	Entry Withdrawn	PSORS7	psoriasis susceptibility 7	
HGNC:17322	Entry Withdrawn	PSORS8	psoriasis susceptibility 8	
